"","Sequence","Index","GC"
"62","NC_000964.3",305000,0.11487088
"63","NC_000964.3",310000,0.06929825
"64","NC_000964.3",315000,0.06700811
"65","NC_000964.3",320000,0.09122807
"66","NC_000964.3",325000,0.0950432
"67","NC_000964.3",330000,0.06065712
"68","NC_000964.3",335000,0.0626087
"69","NC_000964.3",340000,0.07366564
"70","NC_000964.3",345000,0.09139785
"71","NC_000964.3",350000,0.07745267
"72","NC_000964.3",355000,-0.02292622
"73","NC_000964.3",360000,0.03768116
"74","NC_000964.3",365000,0.08147474
"75","NC_000964.3",370000,0.02932829
"76","NC_000964.3",375000,0.11545293
"77","NC_000964.3",380000,0.09017713
"78","NC_000964.3",385000,0.07789142
"79","NC_000964.3",390000,0.05113636
"80","NC_000964.3",395000,0.06159278
"81","NC_000964.3",4e+05,0.05052192
"82","NC_000964.3",405000,-0.00417711
"83","NC_000964.3",410000,0.02099738
"84","NC_000964.3",415000,0.04869252
"85","NC_000964.3",420000,0.10155211
"86","NC_000964.3",425000,0.057277
"87","NC_000964.3",430000,0.03846154
"88","NC_000964.3",435000,0.01906874
"89","NC_000964.3",440000,0.04059041
"90","NC_000964.3",445000,0.04539669
"91","NC_000964.3",450000,0.08333333
"92","NC_000964.3",455000,0.09892934
"93","NC_000964.3",460000,0.06666667
"94","NC_000964.3",465000,0.07809014
"95","NC_000964.3",470000,0.06200873
"96","NC_000964.3",475000,0.04551365
"97","NC_000964.3",480000,0.05979921
"98","NC_000964.3",485000,0.0732334
"99","NC_000964.3",490000,-0.01505757
"100","NC_000964.3",495000,0.03035559
"101","NC_000964.3",5e+05,0.0907441
"102","NC_000964.3",505000,0.08787346
"103","NC_000964.3",510000,0.04289544
"104","NC_000964.3",515000,0.07881549
"105","NC_000964.3",520000,0.13003663
"106","NC_000964.3",525000,0.05941962
"107","NC_000964.3",530000,0.138322
"108","NC_000964.3",535000,0.1737982
"109","NC_000964.3",540000,0.13643332
"110","NC_000964.3",545000,0.17532468
"111","NC_000964.3",550000,-0.0159292
"112","NC_000964.3",555000,0.15389186
"113","NC_000964.3",560000,0.03077784
"114","NC_000964.3",565000,0.08218479
"115","NC_000964.3",570000,0.05028463
"116","NC_000964.3",575000,0.06938379
"117","NC_000964.3",580000,0.09428285
"118","NC_000964.3",585000,0.09540636
"119","NC_000964.3",590000,0.05626851
"120","NC_000964.3",595000,0.09242871
"121","NC_000964.3",6e+05,0.07707413
"122","NC_000964.3",605000,-0.00474834
"123","NC_000964.3",610000,0.02315422
"124","NC_000964.3",615000,0.05920147
"125","NC_000964.3",620000,0.00923675
"126","NC_000964.3",625000,0.05011494
"127","NC_000964.3",630000,0.04133767
"128","NC_000964.3",635000,0.14416128
"129","NC_000964.3",640000,0.13969571
"130","NC_000964.3",645000,0.06155303
"131","NC_000964.3",650000,0.09001476
"132","NC_000964.3",655000,0.04909561
"133","NC_000964.3",660000,0.11688312
"134","NC_000964.3",665000,0.08340728
"135","NC_000964.3",670000,0.19924812
"136","NC_000964.3",675000,0.07351555
"137","NC_000964.3",680000,0.0567605
"138","NC_000964.3",685000,0.08139023
"139","NC_000964.3",690000,0.11091393
"140","NC_000964.3",695000,0.11592242
"141","NC_000964.3",7e+05,0.1004329
"142","NC_000964.3",705000,0.09030928
"143","NC_000964.3",710000,0.11063648
"144","NC_000964.3",715000,0.07235142
"145","NC_000964.3",720000,0.10012674
"146","NC_000964.3",725000,0.02962298
"147","NC_000964.3",730000,0.01232394
"148","NC_000964.3",735000,0.01875
"149","NC_000964.3",740000,0.15508021
"150","NC_000964.3",745000,0.06367432
"151","NC_000964.3",750000,0.18028298
"152","NC_000964.3",755000,0.14499377
"153","NC_000964.3",760000,0.12873754
"154","NC_000964.3",765000,0.11913357
"155","NC_000964.3",770000,0.12888199
"156","NC_000964.3",775000,0.10317772
"157","NC_000964.3",780000,0.10843373
"158","NC_000964.3",785000,0.00896057
"159","NC_000964.3",790000,0.05306122
"160","NC_000964.3",795000,0.07387387
"161","NC_000964.3",8e+05,0.08514335
"162","NC_000964.3",805000,0.05195363
"163","NC_000964.3",810000,0.08664713
"164","NC_000964.3",815000,0.02514861
"165","NC_000964.3",820000,0.03971119
"166","NC_000964.3",825000,0.02781578
"167","NC_000964.3",830000,0.15391156
"168","NC_000964.3",835000,0.06341873
"169","NC_000964.3",840000,0.07019143
"170","NC_000964.3",845000,0.02976455
"171","NC_000964.3",850000,0.11266376
"172","NC_000964.3",855000,0.00476397
"173","NC_000964.3",860000,0.05313175
"174","NC_000964.3",865000,0.04336283
"175","NC_000964.3",870000,0.01488728
"176","NC_000964.3",875000,0.13476562
"177","NC_000964.3",880000,0.10007943
"178","NC_000964.3",885000,-0.065267
"179","NC_000964.3",890000,0.0866006
"180","NC_000964.3",895000,0.02887139
"181","NC_000964.3",9e+05,0.10972048
"182","NC_000964.3",905000,0.07453684
"183","NC_000964.3",910000,0.00177148
"184","NC_000964.3",915000,0.00220167
"185","NC_000964.3",920000,0.02660944
"186","NC_000964.3",925000,0.03003138
"187","NC_000964.3",930000,0.00794764
"188","NC_000964.3",935000,0.05489478
"189","NC_000964.3",940000,0.00513299
"190","NC_000964.3",945000,0.12213422
"191","NC_000964.3",950000,0.07518797
"192","NC_000964.3",955000,0.10204082
"193","NC_000964.3",960000,0.13069909
"194","NC_000964.3",965000,0.09859155
"195","NC_000964.3",970000,0.17712177
"196","NC_000964.3",975000,0.08282063
"197","NC_000964.3",980000,0.1027668
"198","NC_000964.3",985000,0.08080336
"199","NC_000964.3",990000,0.11281588
"200","NC_000964.3",995000,0.07053571
"201","NC_000964.3",1e+06,0.11899611
"202","NC_000964.3",1005000,0.1168717
"203","NC_000964.3",1010000,0.0393627
"204","NC_000964.3",1015000,0.0393925
"205","NC_000964.3",1020000,0.09430605
"206","NC_000964.3",1025000,0.03448276
"207","NC_000964.3",1030000,0.07326007
"208","NC_000964.3",1035000,0.07255521
"209","NC_000964.3",1040000,0.05380169
"210","NC_000964.3",1045000,0.11925795
"211","NC_000964.3",1050000,0.05850091
"212","NC_000964.3",1055000,0.05849839
"213","NC_000964.3",1060000,0.07862191
"214","NC_000964.3",1065000,0.11284047
"215","NC_000964.3",1070000,-0.01292247
"216","NC_000964.3",1075000,0.0375802
"217","NC_000964.3",1080000,0.05722764
"218","NC_000964.3",1085000,0.09098749
"219","NC_000964.3",1090000,0.06168393
"220","NC_000964.3",1095000,0.05452865
"221","NC_000964.3",1100000,0.11225806
"222","NC_000964.3",1105000,0.05783664
"223","NC_000964.3",1110000,-0.00259516
"224","NC_000964.3",1115000,0.03849597
"225","NC_000964.3",1120000,0.10177566
"226","NC_000964.3",1125000,-0.11059641
"227","NC_000964.3",1130000,0.06217163
"228","NC_000964.3",1135000,0.10908337
"229","NC_000964.3",1140000,0.12206952
"230","NC_000964.3",1145000,0.08595745
"231","NC_000964.3",1150000,0.08409506
"232","NC_000964.3",1155000,0.07284173
"233","NC_000964.3",1160000,0.05725355
"234","NC_000964.3",1165000,0.0619469
"235","NC_000964.3",1170000,0.03678358
"236","NC_000964.3",1175000,-0.02140159
"237","NC_000964.3",1180000,-0.00272232
"238","NC_000964.3",1185000,0.07719928
"239","NC_000964.3",1190000,0.05520926
"240","NC_000964.3",1195000,0.10906812
"241","NC_000964.3",1200000,0.05736301
"242","NC_000964.3",1205000,0.11379471
"243","NC_000964.3",1210000,0.06864564
"244","NC_000964.3",1215000,0.04352078
"245","NC_000964.3",1220000,0.08703536
"246","NC_000964.3",1225000,0.07904762
"247","NC_000964.3",1230000,0.03198887
"248","NC_000964.3",1235000,0.05174701
"249","NC_000964.3",1240000,0.13389306
"250","NC_000964.3",1245000,0.09348915
"251","NC_000964.3",1250000,0.07627907
"252","NC_000964.3",1255000,0.04463102
"253","NC_000964.3",1260000,-0.03740157
"254","NC_000964.3",1265000,0.11615343
"255","NC_000964.3",1270000,0.11451845
"256","NC_000964.3",1275000,0.06565657
"257","NC_000964.3",1280000,0.06876791
"258","NC_000964.3",1285000,0.13032146
"259","NC_000964.3",1290000,0.12858384
"260","NC_000964.3",1295000,0.02733686
"261","NC_000964.3",1300000,0.10521662
"262","NC_000964.3",1305000,0.09397387
"263","NC_000964.3",1310000,0.12065814
"264","NC_000964.3",1315000,0.07414105
"265","NC_000964.3",1320000,0.04986643
"266","NC_000964.3",1325000,0.10332901
"267","NC_000964.3",1330000,0.08311688
"268","NC_000964.3",1335000,0.11234397
"269","NC_000964.3",1340000,0.10072595
"270","NC_000964.3",1345000,0.05945463
"271","NC_000964.3",1350000,0.01297453
"272","NC_000964.3",1355000,0.05540661
"273","NC_000964.3",1360000,0.1025
"274","NC_000964.3",1365000,0.11608624
"275","NC_000964.3",1370000,0.04331797
"276","NC_000964.3",1375000,0.1293511
"277","NC_000964.3",1380000,0.02304965
"278","NC_000964.3",1385000,-0.01713255
"279","NC_000964.3",1390000,0.03759398
"280","NC_000964.3",1395000,0.04326689
"281","NC_000964.3",1400000,0.07604017
"282","NC_000964.3",1405000,0.00661001
"283","NC_000964.3",1410000,0.11523438
"284","NC_000964.3",1415000,0.09004288
"285","NC_000964.3",1420000,-0.00045434
"286","NC_000964.3",1425000,0.09847807
"287","NC_000964.3",1430000,0.00340633
"288","NC_000964.3",1435000,0.04766355
"289","NC_000964.3",1440000,0.053
"290","NC_000964.3",1445000,0.09052632
"291","NC_000964.3",1450000,0.11562782
"292","NC_000964.3",1455000,0.09792844
"293","NC_000964.3",1460000,0.05637139
"294","NC_000964.3",1465000,0.07838243
"295","NC_000964.3",1470000,0.06826109
"296","NC_000964.3",1475000,0.05742762
"297","NC_000964.3",1480000,0.11496746
"298","NC_000964.3",1485000,0.17019231
"299","NC_000964.3",1490000,0.04222553
"300","NC_000964.3",1495000,0.12795793
"301","NC_000964.3",1500000,0.07292616
"302","NC_000964.3",1505000,0.11978221
"303","NC_000964.3",1510000,0.09190173
"304","NC_000964.3",1515000,0.00728509
"305","NC_000964.3",1520000,0.03126458
"306","NC_000964.3",1525000,0.06873185
"307","NC_000964.3",1530000,0.05798479
"308","NC_000964.3",1535000,0.09055501
"309","NC_000964.3",1540000,0.11861138
"310","NC_000964.3",1545000,0.05926272
"311","NC_000964.3",1550000,0.15398887
"312","NC_000964.3",1555000,0.08837209
"313","NC_000964.3",1560000,0.12916112
"314","NC_000964.3",1565000,0.12442396
"315","NC_000964.3",1570000,0.08496138
"316","NC_000964.3",1575000,0.09655832
"317","NC_000964.3",1580000,0.11959051
"318","NC_000964.3",1585000,0.1047191
"319","NC_000964.3",1590000,0.14731528
"320","NC_000964.3",1595000,0.09861839
"321","NC_000964.3",1600000,0.11807448
"322","NC_000964.3",1605000,0.14875645
"323","NC_000964.3",1610000,0.10762332
"324","NC_000964.3",1615000,0.082026
"325","NC_000964.3",1620000,0.08033
"326","NC_000964.3",1625000,0.1
"327","NC_000964.3",1630000,0.11909091
"328","NC_000964.3",1635000,0.09711752
"329","NC_000964.3",1640000,0.09789897
"330","NC_000964.3",1645000,0.08957161
"331","NC_000964.3",1650000,0.08373948
"332","NC_000964.3",1655000,0.1170357
"333","NC_000964.3",1660000,0.12173528
"334","NC_000964.3",1665000,0.10621062
"335","NC_000964.3",1670000,0.12458862
"336","NC_000964.3",1675000,0.08300044
"337","NC_000964.3",1680000,0.12801134
"338","NC_000964.3",1685000,0.14034275
"339","NC_000964.3",1690000,0.14109166
"340","NC_000964.3",1695000,0.13666987
"341","NC_000964.3",1700000,0.13681102
"342","NC_000964.3",1705000,0.1124031
"343","NC_000964.3",1710000,0.10370718
"344","NC_000964.3",1715000,0.10410697
"345","NC_000964.3",1720000,0.12416428
"346","NC_000964.3",1725000,0.12040911
"347","NC_000964.3",1730000,0.10377358
"348","NC_000964.3",1735000,0.09481551
"349","NC_000964.3",1740000,0.11705069
"350","NC_000964.3",1745000,0.08166969
"351","NC_000964.3",1750000,0.11520737
"352","NC_000964.3",1755000,0.08604207
"353","NC_000964.3",1760000,0.10461398
"354","NC_000964.3",1765000,0.11079679
"355","NC_000964.3",1770000,0.11265005
"356","NC_000964.3",1775000,0.10621419
"357","NC_000964.3",1780000,0.04520061
"358","NC_000964.3",1785000,0.13543599
"359","NC_000964.3",1790000,0.11730854
"360","NC_000964.3",1795000,0.09377739
"361","NC_000964.3",1800000,0.14679294
"362","NC_000964.3",1805000,0.1113882
"363","NC_000964.3",1810000,0.13620981
"364","NC_000964.3",1815000,0.09940017
"365","NC_000964.3",1820000,0.08383751
"366","NC_000964.3",1825000,0.07423208
"367","NC_000964.3",1830000,0.09802158
"368","NC_000964.3",1835000,0.09026549
"369","NC_000964.3",1840000,0.12013829
"370","NC_000964.3",1845000,0.09604044
"371","NC_000964.3",1850000,0.07476212
"372","NC_000964.3",1855000,0.0571037
"373","NC_000964.3",1860000,0.00785945
"374","NC_000964.3",1865000,0.06427221
"375","NC_000964.3",1870000,0.0669145
"376","NC_000964.3",1875000,0.05963939
"377","NC_000964.3",1880000,0.14677804
"378","NC_000964.3",1885000,0.13068509
"379","NC_000964.3",1890000,0.07773665
"380","NC_000964.3",1895000,0.04012189
"381","NC_000964.3",1900000,0.0770988
"382","NC_000964.3",1905000,0.07990074
"383","NC_000964.3",1910000,0.13489736
"384","NC_000964.3",1915000,0.08559713
"385","NC_000964.3",1920000,0.11496531
"386","NC_000964.3",1925000,0.08048193
"387","NC_000964.3",1930000,0.10391493
"388","NC_000964.3",1935000,0.10800386
"389","NC_000964.3",1940000,0.00806069
"390","NC_000964.3",1945000,0.02055733
"391","NC_000964.3",1950000,-0.05496378
"392","NC_000964.3",1955000,-0.04645918
"393","NC_000964.3",1960000,-0.00044623
"394","NC_000964.3",1965000,-0.04971475
"395","NC_000964.3",1970000,-0.00714286
"396","NC_000964.3",1975000,-0.02566225
"397","NC_000964.3",1980000,-0.0472103
"398","NC_000964.3",1985000,-0.07023705
"399","NC_000964.3",1990000,-0.04084321
"400","NC_000964.3",1995000,-0.04706927
"401","NC_000964.3",2e+06,-0.05759682
"402","NC_000964.3",2005000,-0.02675737
"403","NC_000964.3",2010000,-0.08307419
"404","NC_000964.3",2015000,-0.0681382
"405","NC_000964.3",2020000,-0.10185604
"406","NC_000964.3",2025000,-0.00918318
"407","NC_000964.3",2030000,-0.0556701
"408","NC_000964.3",2035000,-0.11789038
"409","NC_000964.3",2040000,-0.04041451
"410","NC_000964.3",2045000,-0.05371901
"411","NC_000964.3",2050000,-0.10239429
"412","NC_000964.3",2055000,-0.07844277
"413","NC_000964.3",2060000,-0.12705167
"414","NC_000964.3",2065000,-0.06840391
"415","NC_000964.3",2070000,-0.15860517
"416","NC_000964.3",2075000,-0.0034398
"417","NC_000964.3",2080000,-0.09957924
"418","NC_000964.3",2085000,-0.0387674
"419","NC_000964.3",2090000,-0.0444664
"420","NC_000964.3",2095000,-0.09540636
"421","NC_000964.3",2100000,0.01866181
"422","NC_000964.3",2105000,-0.07799443
"423","NC_000964.3",2110000,-0.07952468
"424","NC_000964.3",2115000,-0.07497566
"425","NC_000964.3",2120000,-0.04647952
"426","NC_000964.3",2125000,-0.09141274
"427","NC_000964.3",2130000,-0.0379036
"428","NC_000964.3",2135000,-0.10475267
"429","NC_000964.3",2140000,-0.13367609
"430","NC_000964.3",2145000,-0.06590258
"431","NC_000964.3",2150000,-0.13178295
"432","NC_000964.3",2155000,-0.21407275
"433","NC_000964.3",2160000,-0.10252281
"434","NC_000964.3",2165000,-0.2240991
"435","NC_000964.3",2170000,-0.2704918
"436","NC_000964.3",2175000,-0.17174038
"437","NC_000964.3",2180000,-0.19446047
"438","NC_000964.3",2185000,-0.22370715
"439","NC_000964.3",2190000,-0.18534718
"440","NC_000964.3",2195000,-0.18575668
"441","NC_000964.3",2200000,-0.21194379
"442","NC_000964.3",2205000,-0.15992533
"443","NC_000964.3",2210000,-0.14859927
"444","NC_000964.3",2215000,-0.16204559
"445","NC_000964.3",2220000,0.02211596
"446","NC_000964.3",2225000,0.03552207
"447","NC_000964.3",2230000,0.07794362
"448","NC_000964.3",2235000,0.05149972
"449","NC_000964.3",2240000,0.05199781
"450","NC_000964.3",2245000,-0.044658
"451","NC_000964.3",2250000,0.03400638
"452","NC_000964.3",2255000,0.05103758
"453","NC_000964.3",2260000,0.06681514
"454","NC_000964.3",2265000,-0.13805186
"455","NC_000964.3",2270000,-0.12013929
"456","NC_000964.3",2275000,-0.14156285
"457","NC_000964.3",2280000,-0.00990099
"458","NC_000964.3",2285000,-0.05993066
"459","NC_000964.3",2290000,-0.12873226
"460","NC_000964.3",2295000,-0.07520891
"461","NC_000964.3",2300000,-0.13895015
"462","NC_000964.3",2305000,0.00611621
"463","NC_000964.3",2310000,-0.0729215
"464","NC_000964.3",2315000,-0.11436414
"465","NC_000964.3",2320000,-0.13116197
"466","NC_000964.3",2325000,-0.05909944
"467","NC_000964.3",2330000,-0.09698376
"468","NC_000964.3",2335000,-0.1170314
"469","NC_000964.3",2340000,0.02262017
"470","NC_000964.3",2345000,-0.10903135
"471","NC_000964.3",2350000,-0.1219735
"472","NC_000964.3",2355000,-0.09358289
"473","NC_000964.3",2360000,-0.1
"474","NC_000964.3",2365000,-0.13129412
"475","NC_000964.3",2370000,-0.11517857
"476","NC_000964.3",2375000,-0.13012157
"477","NC_000964.3",2380000,-0.11472275
"478","NC_000964.3",2385000,-0.1284191
"479","NC_000964.3",2390000,-0.15210356
"480","NC_000964.3",2395000,-0.12803104
"481","NC_000964.3",2400000,-0.13684211
"482","NC_000964.3",2405000,-0.07360525
"483","NC_000964.3",2410000,-0.02616279
"484","NC_000964.3",2415000,-0.09133055
"485","NC_000964.3",2420000,-0.09873188
"486","NC_000964.3",2425000,-0.0931212
"487","NC_000964.3",2430000,-0.11673152
"488","NC_000964.3",2435000,-0.04883615
"489","NC_000964.3",2440000,-0.11189739
"490","NC_000964.3",2445000,-0.10938924
"491","NC_000964.3",2450000,-0.1010101
"492","NC_000964.3",2455000,-0.07782805
"493","NC_000964.3",2460000,-0.09309577
"494","NC_000964.3",2465000,-0.0918775
"495","NC_000964.3",2470000,-0.09332192
"496","NC_000964.3",2475000,-0.04307974
"497","NC_000964.3",2480000,-0.05013928
"498","NC_000964.3",2485000,-0.13347921
"499","NC_000964.3",2490000,-0.04315197
"500","NC_000964.3",2495000,-0.06360424
"501","NC_000964.3",2500000,-0.11405382
"502","NC_000964.3",2505000,-0.1010661
"503","NC_000964.3",2510000,-0.14106321
"504","NC_000964.3",2515000,-0.08100686
"505","NC_000964.3",2520000,-0.13215859
"506","NC_000964.3",2525000,-0.11281588
"507","NC_000964.3",2530000,-0.06781975
"508","NC_000964.3",2535000,-0.11345646
"509","NC_000964.3",2540000,-0.07223265
"510","NC_000964.3",2545000,-0.09233449
"511","NC_000964.3",2550000,0.00100301
"512","NC_000964.3",2555000,-0.09190263
"513","NC_000964.3",2560000,-0.04154002
"514","NC_000964.3",2565000,-0.09557775
"515","NC_000964.3",2570000,-0.13964386
"516","NC_000964.3",2575000,-0.06305465
"517","NC_000964.3",2580000,-0.11456311
"518","NC_000964.3",2585000,-0.06331658
"519","NC_000964.3",2590000,-0.05488101
"520","NC_000964.3",2595000,-0.08888889
"521","NC_000964.3",2600000,-0.12365064
"522","NC_000964.3",2605000,-0.11358368
"523","NC_000964.3",2610000,-0.10602522
"524","NC_000964.3",2615000,-0.13872571
"525","NC_000964.3",2620000,-0.08982036
"526","NC_000964.3",2625000,-0.06341912
"527","NC_000964.3",2630000,-0.07371226
"528","NC_000964.3",2635000,-0.09318498
"529","NC_000964.3",2640000,-0.09885057
"530","NC_000964.3",2645000,-0.11003861
"531","NC_000964.3",2650000,-0.09928741
"532","NC_000964.3",2655000,-0.16284404
"533","NC_000964.3",2660000,0.03898957
"534","NC_000964.3",2665000,-0.13645418
"535","NC_000964.3",2670000,-0.14995314
"536","NC_000964.3",2675000,-0.13428431
"537","NC_000964.3",2680000,-0.14326648
"538","NC_000964.3",2685000,-0.14138287
"539","NC_000964.3",2690000,-0.13951012
"540","NC_000964.3",2695000,-0.12632696
"541","NC_000964.3",2700000,-0.08969759
"542","NC_000964.3",2705000,-0.03707627
"543","NC_000964.3",2710000,-0.18069705
"544","NC_000964.3",2715000,-0.0372807
"545","NC_000964.3",2720000,-0.09204545
"546","NC_000964.3",2725000,-0.09781478
"547","NC_000964.3",2730000,-0.0776204
"548","NC_000964.3",2735000,-0.00854701
"549","NC_000964.3",2740000,-0.02344546
"550","NC_000964.3",2745000,-0.04666332
"551","NC_000964.3",2750000,-0.01028907
"552","NC_000964.3",2755000,-0.05075446
"553","NC_000964.3",2760000,-0.14611006
"554","NC_000964.3",2765000,-0.01334702
"555","NC_000964.3",2770000,-0.02241297
"556","NC_000964.3",2775000,-0.09828244
"557","NC_000964.3",2780000,0.0222424
"558","NC_000964.3",2785000,-0.09569161
"559","NC_000964.3",2790000,-0.10773481
"560","NC_000964.3",2795000,-0.11678832
"561","NC_000964.3",2800000,-0.04718693
"562","NC_000964.3",2805000,-0.11951326
"563","NC_000964.3",2810000,-0.08084359
"564","NC_000964.3",2815000,-0.06851691
"565","NC_000964.3",2820000,-0.10759494
"566","NC_000964.3",2825000,-0.09107721
"567","NC_000964.3",2830000,-0.05248991
"568","NC_000964.3",2835000,-0.13867966
"569","NC_000964.3",2840000,0.00772376
"570","NC_000964.3",2845000,-0.09591474
"571","NC_000964.3",2850000,-0.09107386
"572","NC_000964.3",2855000,-0.10014104
"573","NC_000964.3",2860000,-0.12732216
"574","NC_000964.3",2865000,-0.09506726
"575","NC_000964.3",2870000,-0.10824053
"576","NC_000964.3",2875000,-0.14219114
"577","NC_000964.3",2880000,-0.12751678
"578","NC_000964.3",2885000,-0.13080977
"579","NC_000964.3",2890000,-0.12985866
"580","NC_000964.3",2895000,-0.012529
"581","NC_000964.3",2900000,-0.12272929
"582","NC_000964.3",2905000,-0.06135244
"583","NC_000964.3",2910000,-0.08307419
"584","NC_000964.3",2915000,-0.08053097
"585","NC_000964.3",2920000,-0.08115071
"586","NC_000964.3",2925000,-0.07753304
"587","NC_000964.3",2930000,0.01200686
"588","NC_000964.3",2935000,-0.08435778
"589","NC_000964.3",2940000,-0.08296943
"590","NC_000964.3",2945000,-0.11187312
"591","NC_000964.3",2950000,-0.06209453
"592","NC_000964.3",2955000,-0.05727273
"593","NC_000964.3",2960000,-0.10594546
"594","NC_000964.3",2965000,-0.0955647
"595","NC_000964.3",2970000,-0.09171861
"596","NC_000964.3",2975000,-0.13933303
"597","NC_000964.3",2980000,-0.08029197
"598","NC_000964.3",2985000,-0.12380952
"599","NC_000964.3",2990000,-0.08041958
"600","NC_000964.3",2995000,-0.06617983
"601","NC_000964.3",3e+06,-0.14745308
"602","NC_000964.3",3005000,-0.10232558
"603","NC_000964.3",3010000,-0.09122807
"604","NC_000964.3",3015000,-0.07053942
"605","NC_000964.3",3020000,-0.09764603
"606","NC_000964.3",3025000,-0.05676443
"607","NC_000964.3",3030000,-0.0702403
"608","NC_000964.3",3035000,-0.08442438
"609","NC_000964.3",3040000,-0.00745941
"610","NC_000964.3",3045000,-0.07648991
"611","NC_000964.3",3050000,-0.05509035
"612","NC_000964.3",3055000,-0.10813149
"613","NC_000964.3",3060000,-0.06730769
"614","NC_000964.3",3065000,-0.04083406
"615","NC_000964.3",3070000,-0.07920792
"616","NC_000964.3",3075000,-0.01535761
"617","NC_000964.3",3080000,-0.1165699
"618","NC_000964.3",3085000,-0.08189464
"619","NC_000964.3",3090000,-0.09082931
"620","NC_000964.3",3095000,-0.07576429
"621","NC_000964.3",3100000,-0.05861919
"622","NC_000964.3",3105000,-0.05594734
"623","NC_000964.3",3110000,-0.11890099
"624","NC_000964.3",3115000,-0.14727185
"625","NC_000964.3",3120000,-0.06904232
"626","NC_000964.3",3125000,-0.06654429
"627","NC_000964.3",3130000,-0.03152364
"628","NC_000964.3",3135000,-0.10917874
"629","NC_000964.3",3140000,-0.06877403
"630","NC_000964.3",3145000,-0.10858144
"631","NC_000964.3",3150000,-0.10400682
"632","NC_000964.3",3155000,-0.06418769
"633","NC_000964.3",3160000,-0.07880435
"634","NC_000964.3",3165000,-0.12864186
"635","NC_000964.3",3170000,-0.0925545
"636","NC_000964.3",3175000,-0.11980637
"637","NC_000964.3",3180000,-0.10749774
"638","NC_000964.3",3185000,-0.0088993
"639","NC_000964.3",3190000,-0.04397706
"640","NC_000964.3",3195000,-0.05272982
"641","NC_000964.3",3200000,-0.08703375
"642","NC_000964.3",3205000,-0.05437788
"643","NC_000964.3",3210000,-0.03617811
"644","NC_000964.3",3215000,-0.0738871
"645","NC_000964.3",3220000,-0.0578061
"646","NC_000964.3",3225000,-0.03547373
"647","NC_000964.3",3230000,-0.040553
"648","NC_000964.3",3235000,0.00141443
"649","NC_000964.3",3240000,0.06231454
"650","NC_000964.3",3245000,0.0009058
"651","NC_000964.3",3250000,-0.04299584
"652","NC_000964.3",3255000,-0.08681319
"653","NC_000964.3",3260000,-0.0608931
"654","NC_000964.3",3265000,-0.05603039
"655","NC_000964.3",3270000,-0.04977778
"656","NC_000964.3",3275000,0.00468165
"657","NC_000964.3",3280000,-0.06362922
"658","NC_000964.3",3285000,-0.08890701
"659","NC_000964.3",3290000,-0.07936508
"660","NC_000964.3",3295000,-0.10470275
"661","NC_000964.3",3300000,-0.0590389
"662","NC_000964.3",3305000,-0.10531136
