Sequence	Index	GC Skew (5kb)
U00096.3	615000	0.03754266
U00096.3	620000	0.02023429
U00096.3	625000	0.07011866
U00096.3	630000	0.05559567
U00096.3	635000	0.02273741
U00096.3	640000	0.06141732
U00096.3	645000	-0.00073692
U00096.3	650000	0.06533865
U00096.3	655000	0.03574468
U00096.3	660000	0.04757964
U00096.3	665000	-0.03878327
U00096.3	670000	-0.02748092
U00096.3	675000	0.02396514
U00096.3	680000	0.00640512
U00096.3	685000	0.00000000
U00096.3	690000	-0.03327103
U00096.3	695000	0.04173107
U00096.3	700000	0.00581621
U00096.3	705000	0.01870275
U00096.3	710000	0.01061738
U00096.3	715000	-0.03663614
U00096.3	720000	-0.03177570
U00096.3	725000	-0.05567929
U00096.3	730000	0.03773585
U00096.3	735000	0.06378897
U00096.3	740000	0.07629326
U00096.3	745000	0.02150958
U00096.3	750000	0.02857143
U00096.3	755000	0.02417255
U00096.3	760000	0.04744658
U00096.3	765000	0.05649941
U00096.3	770000	0.05032468
U00096.3	775000	0.08133230
U00096.3	780000	0.04109589
U00096.3	785000	-0.00467290
U00096.3	790000	0.01223242
U00096.3	795000	0.05761160
U00096.3	800000	0.04063018
U00096.3	805000	0.00978179
U00096.3	810000	0.05133929
U00096.3	815000	0.02244199
U00096.3	820000	0.01150337
U00096.3	825000	-0.04395205
U00096.3	830000	0.03394256
U00096.3	835000	0.04573171
U00096.3	840000	0.02343450
U00096.3	845000	-0.00119474
U00096.3	850000	0.06579485
U00096.3	855000	0.02948022
U00096.3	860000	0.02005944
U00096.3	865000	0.04867257
U00096.3	870000	0.09418167
U00096.3	875000	0.05780347
U00096.3	880000	0.04606831
U00096.3	885000	-0.04962287
U00096.3	890000	0.05372065
U00096.3	895000	0.06936633
U00096.3	900000	0.00950872
U00096.3	905000	-0.02005104
U00096.3	910000	0.00000000
U00096.3	915000	0.02698475
U00096.3	920000	0.10646535
U00096.3	925000	0.01003861
U00096.3	930000	0.00466563
U00096.3	935000	0.04869762
U00096.3	940000	0.05859676
U00096.3	945000	0.05477707
U00096.3	950000	0.01579385
U00096.3	955000	0.05301205
U00096.3	960000	0.03877221
U00096.3	965000	0.08695652
U00096.3	970000	0.05450329
U00096.3	975000	0.06856309
U00096.3	980000	0.02560124
U00096.3	985000	-0.00538748
U00096.3	990000	-0.05054287
U00096.3	995000	0.03688355
U00096.3	1000000	0.07830343
U00096.3	1005000	0.03847679
U00096.3	1010000	0.10140406
U00096.3	1015000	0.00983865
U00096.3	1020000	0.02551640
U00096.3	1025000	0.02872671
U00096.3	1030000	-0.00943752
U00096.3	1035000	0.08571429
U00096.3	1040000	-0.02418097
U00096.3	1045000	-0.01452689
U00096.3	1050000	-0.00664452
U00096.3	1055000	0.02721088
U00096.3	1060000	0.05887130
U00096.3	1065000	-0.03313373
U00096.3	1070000	0.02180233
U00096.3	1075000	-0.01207464
U00096.3	1080000	0.10022953
U00096.3	1085000	-0.01537148
U00096.3	1090000	0.02421525
U00096.3	1095000	0.04907216
U00096.3	1100000	0.04693786
U00096.3	1105000	0.03286385
U00096.3	1110000	0.04087812
U00096.3	1115000	0.01627339
U00096.3	1120000	0.00599281
U00096.3	1125000	0.05656022
U00096.3	1130000	0.00225056
U00096.3	1135000	0.04501125
U00096.3	1140000	0.01329282
U00096.3	1145000	0.07175926
U00096.3	1150000	0.09755150
U00096.3	1155000	0.02896871
U00096.3	1160000	0.05468750
U00096.3	1165000	0.02093398
U00096.3	1170000	-0.01867065
U00096.3	1175000	0.08958652
U00096.3	1180000	-0.02380952
U00096.3	1185000	0.00941176
U00096.3	1190000	0.00077280
U00096.3	1195000	0.03328366
U00096.3	1200000	0.01226216
U00096.3	1205000	0.06254826
U00096.3	1210000	0.05670103
U00096.3	1215000	0.05835010
U00096.3	1220000	0.05188470
U00096.3	1225000	0.03324584
U00096.3	1230000	0.02165917
U00096.3	1235000	0.05442177
U00096.3	1240000	-0.00903023
U00096.3	1245000	0.00643604
U00096.3	1250000	0.00903733
U00096.3	1255000	-0.01047340
U00096.3	1260000	-0.00533944
U00096.3	1265000	0.03825137
U00096.3	1270000	0.03822441
U00096.3	1275000	-0.00117971
U00096.3	1280000	0.03357664
U00096.3	1285000	0.05100464
U00096.3	1290000	0.07272727
U00096.3	1295000	0.02037490
U00096.3	1300000	0.05450041
U00096.3	1305000	0.00287003
U00096.3	1310000	0.00424809
U00096.3	1315000	-0.02756692
U00096.3	1320000	0.02676216
U00096.3	1325000	0.05905986
U00096.3	1330000	0.05541972
U00096.3	1335000	0.05384922
U00096.3	1340000	0.04989691
U00096.3	1345000	0.01511535
U00096.3	1350000	-0.03319344
U00096.3	1355000	-0.01132075
U00096.3	1360000	0.02169035
U00096.3	1365000	0.03262519
U00096.3	1370000	0.02625103
U00096.3	1375000	0.06353287
U00096.3	1380000	0.06077348
U00096.3	1385000	0.09973455
U00096.3	1390000	0.03675214
U00096.3	1395000	-0.00124121
U00096.3	1400000	-0.01363459
U00096.3	1405000	0.04188695
U00096.3	1410000	-0.03684439
U00096.3	1415000	-0.02752294
U00096.3	1420000	0.10109409
U00096.3	1425000	0.09076621
U00096.3	1430000	0.08029838
U00096.3	1435000	-0.01098901
U00096.3	1440000	0.03488828
U00096.3	1445000	0.07110931
U00096.3	1450000	-0.02794176
U00096.3	1455000	0.07601038
U00096.3	1460000	0.10308102
U00096.3	1465000	0.03737166
U00096.3	1470000	0.09127954
U00096.3	1475000	0.09865471
U00096.3	1480000	0.06009245
U00096.3	1485000	0.07741167
U00096.3	1490000	0.03414233
U00096.3	1495000	0.03321033
U00096.3	1500000	0.03199003
U00096.3	1505000	-0.00361011
U00096.3	1510000	0.05468451
U00096.3	1515000	0.07318982
U00096.3	1520000	-0.00819001
U00096.3	1525000	0.04319742
U00096.3	1530000	0.11384034
U00096.3	1535000	-0.03823529
U00096.3	1540000	0.02924452
U00096.3	1545000	0.04063678
U00096.3	1550000	0.00925212
U00096.3	1555000	-0.01379582
U00096.3	1560000	0.00624025
U00096.3	1565000	-0.01176471
U00096.3	1570000	-0.01474926
U00096.3	1575000	0.00777321
U00096.3	1580000	0.01875902
U00096.3	1585000	-0.03989478
U00096.3	1590000	-0.09640523
U00096.3	1595000	-0.11204013
U00096.3	1600000	0.00503291
U00096.3	1605000	0.05631537
U00096.3	1610000	-0.09204857
U00096.3	1615000	-0.01269036
U00096.3	1620000	-0.07265522
U00096.3	1625000	-0.02802242
U00096.3	1630000	-0.09397810
U00096.3	1635000	-0.08229885
U00096.3	1640000	-0.10200445
U00096.3	1645000	-0.03859649
U00096.3	1650000	0.00424809
U00096.3	1655000	-0.05497272
U00096.3	1660000	0.03081664
U00096.3	1665000	-0.04721030
U00096.3	1670000	0.00325998
U00096.3	1675000	-0.07061144
U00096.3	1680000	-0.00278773
U00096.3	1685000	-0.04545455
U00096.3	1690000	-0.06105944
U00096.3	1695000	-0.05378083
U00096.3	1700000	-0.01231625
U00096.3	1705000	0.02185381
U00096.3	1710000	0.01888309
U00096.3	1715000	-0.04976303
U00096.3	1720000	-0.00629921
U00096.3	1725000	-0.01652893
U00096.3	1730000	0.01634473
U00096.3	1735000	-0.06117647
U00096.3	1740000	0.01722066
U00096.3	1745000	-0.07723911
U00096.3	1750000	-0.09539749
U00096.3	1755000	-0.05677580
U00096.3	1760000	-0.05886940
U00096.3	1765000	-0.02682282
U00096.3	1770000	0.00220361
U00096.3	1775000	0.01893143
U00096.3	1780000	0.03406047
U00096.3	1785000	-0.04951267
U00096.3	1790000	-0.07710652
U00096.3	1795000	-0.04875240
U00096.3	1800000	-0.08103214
U00096.3	1805000	0.00123508
U00096.3	1810000	-0.02426564
U00096.3	1815000	-0.09632079
U00096.3	1820000	-0.02540984
U00096.3	1825000	-0.06178320
U00096.3	1830000	-0.03383163
U00096.3	1835000	0.02447936
U00096.3	1840000	-0.00728745
U00096.3	1845000	-0.04474273
U00096.3	1850000	-0.04614094
U00096.3	1855000	-0.12280702
U00096.3	1860000	-0.03170029
U00096.3	1865000	-0.00120240
U00096.3	1870000	-0.02119982
U00096.3	1875000	-0.01518260
U00096.3	1880000	-0.02535211
U00096.3	1885000	-0.03072734
U00096.3	1890000	-0.03558858
U00096.3	1895000	0.00889061
U00096.3	1900000	-0.01173709
U00096.3	1905000	-0.03070761
U00096.3	1910000	-0.07400079
U00096.3	1915000	0.03112840
U00096.3	1920000	-0.02291918
U00096.3	1925000	-0.00480000
U00096.3	1930000	-0.04750958
U00096.3	1935000	-0.01596169
U00096.3	1940000	-0.00195389
U00096.3	1945000	-0.06566456
U00096.3	1950000	0.00813638
U00096.3	1955000	-0.08401305
U00096.3	1960000	-0.03413499
U00096.3	1965000	-0.09803922
U00096.3	1970000	-0.05195298
U00096.3	1975000	-0.03801653
U00096.3	1980000	-0.05942948
U00096.3	1985000	-0.04256253
U00096.3	1990000	-0.04289650
U00096.3	1995000	-0.07194826
U00096.3	2000000	-0.04032587
U00096.3	2005000	0.03125000
U00096.3	2010000	-0.00637484
U00096.3	2015000	0.01142857
U00096.3	2020000	0.00524405
U00096.3	2025000	-0.05354331
U00096.3	2030000	-0.01914460
U00096.3	2035000	-0.08496138
U00096.3	2040000	-0.00687758
U00096.3	2045000	-0.00276352
U00096.3	2050000	0.00173310
U00096.3	2055000	-0.06097018
U00096.3	2060000	-0.09467696
U00096.3	2065000	-0.08954602
U00096.3	2070000	0.04121475
U00096.3	2075000	-0.00480384
U00096.3	2080000	-0.06338312
U00096.3	2085000	-0.07022587
U00096.3	2090000	0.00541712
U00096.3	2095000	0.02020619
U00096.3	2100000	-0.04753115
U00096.3	2105000	-0.11073254
U00096.3	2110000	-0.10251799
U00096.3	2115000	-0.02424468
U00096.3	2120000	-0.07619395
U00096.3	2125000	-0.04408353
U00096.3	2130000	-0.03585347
U00096.3	2135000	0.01883830
U00096.3	2140000	-0.03908046
U00096.3	2145000	0.00517751
U00096.3	2150000	-0.03091945
U00096.3	2155000	0.01270289
U00096.3	2160000	0.03319956
U00096.3	2165000	-0.04289319
U00096.3	2170000	-0.06714918
U00096.3	2175000	-0.02491961
U00096.3	2180000	-0.01197605
U00096.3	2185000	-0.05473501
U00096.3	2190000	-0.07012059
U00096.3	2195000	-0.02521671
U00096.3	2200000	-0.00363930
U00096.3	2205000	0.01378810
U00096.3	2210000	-0.02685371
U00096.3	2215000	-0.08500547
U00096.3	2220000	-0.02026769
U00096.3	2225000	-0.06399091
U00096.3	2230000	0.01976285
U00096.3	2235000	-0.01868400
U00096.3	2240000	-0.03663710
U00096.3	2245000	-0.05075552
U00096.3	2250000	-0.01720841
U00096.3	2255000	-0.08101266
U00096.3	2260000	-0.06874768
U00096.3	2265000	0.00569569
U00096.3	2270000	-0.00239044
U00096.3	2275000	-0.01686936
U00096.3	2280000	-0.03148076
U00096.3	2285000	-0.07950459
U00096.3	2290000	-0.07946027
U00096.3	2295000	-0.10467222
U00096.3	2300000	-0.01893664
U00096.3	2305000	-0.07438017
U00096.3	2310000	-0.02724685
U00096.3	2315000	-0.03064516
U00096.3	2320000	-0.02008032
U00096.3	2325000	-0.02062242
U00096.3	2330000	-0.04981413
U00096.3	2335000	-0.04215724
U00096.3	2340000	-0.10423453
U00096.3	2345000	-0.03265941
U00096.3	2350000	-0.06223750
U00096.3	2355000	-0.05239180
U00096.3	2360000	-0.03867403
U00096.3	2365000	-0.00613497
U00096.3	2370000	-0.00038329
U00096.3	2375000	-0.07059241
U00096.3	2380000	-0.07524059
U00096.3	2385000	-0.00190295
U00096.3	2390000	-0.03658970
U00096.3	2395000	-0.05339105
U00096.3	2400000	-0.03714494
U00096.3	2405000	-0.05023615
U00096.3	2410000	-0.07488300
U00096.3	2415000	-0.02313235
U00096.3	2420000	-0.01675978
U00096.3	2425000	-0.02730510
U00096.3	2430000	-0.10014948
U00096.3	2435000	-0.08317930
U00096.3	2440000	0.01385249
U00096.3	2445000	0.00341297
U00096.3	2450000	-0.05434351
U00096.3	2455000	-0.06606852
U00096.3	2460000	-0.03645147
U00096.3	2465000	0.05882353
U00096.3	2470000	-0.04527814
U00096.3	2475000	0.01790281
U00096.3	2480000	-0.02746212
U00096.3	2485000	-0.04686036
U00096.3	2490000	-0.04636364
U00096.3	2495000	-0.03417413
U00096.3	2500000	-0.01442841
U00096.3	2505000	-0.05459985
U00096.3	2510000	-0.01484375
U00096.3	2515000	-0.02733578
U00096.3	2520000	-0.08004876
U00096.3	2525000	-0.06283941
U00096.3	2530000	0.01930813
U00096.3	2535000	-0.02385766
U00096.3	2540000	-0.06661786
U00096.3	2545000	0.02175544
U00096.3	2550000	-0.07085408
U00096.3	2555000	-0.03003981
U00096.3	2560000	0.10111397
U00096.3	2565000	-0.06648006
U00096.3	2570000	-0.05252174
U00096.3	2575000	-0.05854617
U00096.3	2580000	-0.01884004
U00096.3	2585000	0.02121095
U00096.3	2590000	-0.00815534
U00096.3	2595000	-0.06429652
U00096.3	2600000	0.01016949
U00096.3	2605000	0.03714601
U00096.3	2610000	0.01167608
U00096.3	2615000	-0.03818526
U00096.3	2620000	0.00399680
U00096.3	2625000	-0.02039046
U00096.3	2630000	-0.01324253
U00096.3	2635000	-0.10580993
U00096.3	2640000	-0.03548264
U00096.3	2645000	-0.08321274
U00096.3	2650000	-0.02379992
U00096.3	2655000	-0.06966618
U00096.3	2660000	-0.04206139
U00096.3	2665000	-0.05484247
U00096.3	2670000	0.00926956
U00096.3	2675000	-0.12264861
U00096.3	2680000	-0.01051051
U00096.3	2685000	-0.01267768
U00096.3	2690000	-0.05404425
U00096.3	2695000	0.00039635
U00096.3	2700000	-0.05246672
U00096.3	2705000	-0.03820919
U00096.3	2710000	-0.03278056
U00096.3	2715000	-0.02956248
U00096.3	2720000	0.01270697
U00096.3	2725000	-0.12572986
U00096.3	2730000	-0.10939312
U00096.3	2735000	-0.04895666
U00096.3	2740000	-0.05955852
U00096.3	2745000	-0.04663609
U00096.3	2750000	-0.05906149
U00096.3	2755000	-0.01864484
U00096.3	2760000	0.01181619
U00096.3	2765000	0.00325468
U00096.3	2770000	-0.00585322
U00096.3	2775000	-0.05329649
U00096.3	2780000	-0.12974239
U00096.3	2785000	-0.04339152
U00096.3	2790000	0.03880804
U00096.3	2795000	0.00765957
U00096.3	2800000	-0.00202347
U00096.3	2805000	0.01053424
U00096.3	2810000	-0.00151860
U00096.3	2815000	-0.07185869
U00096.3	2820000	-0.07358984
U00096.3	2825000	0.00928793
U00096.3	2830000	-0.02629657
U00096.3	2835000	-0.07277429
U00096.3	2840000	0.01140964
U00096.3	2845000	-0.05640669
U00096.3	2850000	0.03093552
U00096.3	2855000	0.00000000
U00096.3	2860000	0.00894594
U00096.3	2865000	-0.03715052
U00096.3	2870000	-0.08562806
U00096.3	2875000	-0.02826171
U00096.3	2880000	-0.08982585
U00096.3	2885000	-0.06498781
U00096.3	2890000	0.01516300
U00096.3	2895000	-0.07345065
U00096.3	2900000	0.01746725
U00096.3	2905000	-0.04325913
U00096.3	2910000	-0.08246225
U00096.3	2915000	-0.03245991
U00096.3	2920000	-0.10035419
U00096.3	2925000	-0.01507128
U00096.3	2930000	-0.04708699
U00096.3	2935000	0.00888374
U00096.3	2940000	-0.02211874
U00096.3	2945000	-0.07816712
U00096.3	2950000	-0.05925653
U00096.3	2955000	-0.05157814
U00096.3	2960000	-0.05904335
U00096.3	2965000	-0.04100946
U00096.3	2970000	-0.03757116
U00096.3	2975000	-0.02755142
U00096.3	2980000	-0.10272026
U00096.3	2985000	-0.03402743
U00096.3	2990000	-0.03878788
U00096.3	2995000	-0.07350902
U00096.3	3000000	-0.02414330
U00096.3	3005000	-0.02377049
U00096.3	3010000	-0.04158570
U00096.3	3015000	-0.04115062
U00096.3	3020000	0.03072197
U00096.3	3025000	-0.01516919
U00096.3	3030000	-0.00243902
U00096.3	3035000	-0.07715469
U00096.3	3040000	0.00433583
U00096.3	3045000	-0.04252199
U00096.3	3050000	-0.05904335
U00096.3	3055000	-0.02949273
U00096.3	3060000	-0.02110023
U00096.3	3065000	-0.03392569
U00096.3	3070000	-0.01985703
U00096.3	3075000	-0.11343524
U00096.3	3080000	-0.00406654
U00096.3	3085000	-0.03823413
U00096.3	3090000	-0.00597015
U00096.3	3095000	0.01293610
U00096.3	3100000	-0.03666147
U00096.3	3105000	-0.04980237
U00096.3	3110000	-0.06228240
U00096.3	3115000	-0.03662420
U00096.3	3120000	-0.08425467
U00096.3	3125000	-0.04069767
U00096.3	3130000	-0.01897233
U00096.3	3135000	-0.03886926
U00096.3	3140000	-0.05878004
U00096.3	3145000	-0.02213439
U00096.3	3150000	-0.01994525
U00096.3	3155000	-0.01261830
U00096.3	3160000	-0.03973264
U00096.3	3165000	-0.03395925
U00096.3	3170000	-0.02743539
U00096.3	3175000	-0.05846154
U00096.3	3180000	-0.02131018
U00096.3	3185000	0.00543478
U00096.3	3190000	0.01910828
U00096.3	3195000	-0.09446254
U00096.3	3200000	-0.05763473
U00096.3	3205000	-0.01835894
U00096.3	3210000	-0.00189466
U00096.3	3215000	-0.04952015
U00096.3	3220000	-0.02618596
U00096.3	3225000	-0.02099533
U00096.3	3230000	0.03264095
U00096.3	3235000	0.01622875
U00096.3	3240000	-0.03142749
U00096.3	3245000	0.05023548
U00096.3	3250000	-0.02374245
U00096.3	3255000	-0.10789173
U00096.3	3260000	-0.02159403
U00096.3	3265000	-0.06145833
U00096.3	3270000	-0.08767952
U00096.3	3275000	-0.00839664
U00096.3	3280000	0.01552795
U00096.3	3285000	0.00173762
U00096.3	3290000	-0.02396857
U00096.3	3295000	-0.03208955
U00096.3	3300000	-0.01661130
U00096.3	3305000	-0.06773212
U00096.3	3310000	-0.06358819
U00096.3	3315000	-0.05618861
U00096.3	3320000	-0.06844741
U00096.3	3325000	-0.07076205
U00096.3	3330000	-0.07631786
U00096.3	3335000	-0.09667674
U00096.3	3340000	0.03828125
U00096.3	3345000	-0.02281668
U00096.3	3350000	-0.09105305
U00096.3	3355000	0.00703730
U00096.3	3360000	-0.02692998
U00096.3	3365000	-0.01745838
U00096.3	3370000	-0.02446483
U00096.3	3375000	-0.00117509
U00096.3	3380000	-0.01076126
U00096.3	3385000	-0.04070231
U00096.3	3390000	-0.06408798
U00096.3	3395000	-0.08339483
U00096.3	3400000	-0.02305588
U00096.3	3405000	0.03230654
U00096.3	3410000	0.00387430
U00096.3	3415000	0.04719645
U00096.3	3420000	-0.01784329
U00096.3	3425000	-0.12622886
U00096.3	3430000	-0.04274194
U00096.3	3435000	0.00081900
U00096.3	3440000	-0.07156979
U00096.3	3445000	-0.07066719
U00096.3	3450000	-0.07974482
U00096.3	3455000	-0.02758337
U00096.3	3460000	-0.03914591
U00096.3	3465000	-0.05740433
U00096.3	3470000	-0.02989239
U00096.3	3475000	-0.08156863
U00096.3	3480000	-0.03350328
U00096.3	3485000	-0.03899083
U00096.3	3490000	-0.03911497
U00096.3	3495000	0.02579900
U00096.3	3500000	0.00073529
U00096.3	3505000	-0.09569733
U00096.3	3510000	-0.07644788
U00096.3	3515000	-0.06522578
U00096.3	3520000	-0.02743682
U00096.3	3525000	-0.00502901
U00096.3	3530000	-0.05708738
U00096.3	3535000	0.00037216
U00096.3	3540000	-0.01485714
U00096.3	3545000	-0.04205434
U00096.3	3550000	-0.03093581
U00096.3	3555000	-0.06686478
U00096.3	3560000	-0.03523035
U00096.3	3565000	-0.04960242
U00096.3	3570000	-0.03784189
U00096.3	3575000	-0.05226749
U00096.3	3580000	0.02262879
U00096.3	3585000	-0.07770516
U00096.3	3590000	-0.03877103
U00096.3	3595000	-0.05198306
U00096.3	3600000	-0.08358434
U00096.3	3605000	0.02878229
U00096.3	3610000	-0.04484305
U00096.3	3615000	0.00684932
U00096.3	3620000	0.06530291
U00096.3	3625000	-0.03299120
U00096.3	3630000	-0.05606524
U00096.3	3635000	-0.01151250
U00096.3	3640000	-0.04193427
U00096.3	3645000	0.01385681
U00096.3	3650000	-0.02881436
U00096.3	3655000	-0.02056075
U00096.3	3660000	0.00645161
U00096.3	3665000	-0.05581999
U00096.3	3670000	-0.03415409
U00096.3	3675000	-0.05811774
U00096.3	3680000	-0.02861503
U00096.3	3685000	-0.04891110
U00096.3	3690000	-0.04189435
U00096.3	3695000	-0.01806756
U00096.3	3700000	-0.04964539
U00096.3	3705000	-0.02957198
U00096.3	3710000	-0.00600240
U00096.3	3715000	-0.03175225
U00096.3	3720000	-0.02060606
U00096.3	3725000	-0.05367465
U00096.3	3730000	0.01913478
U00096.3	3735000	0.00039573
U00096.3	3740000	-0.01245480
U00096.3	3745000	0.01939261
U00096.3	3750000	-0.04963385
U00096.3	3755000	-0.06233472
U00096.3	3760000	-0.01920439
U00096.3	3765000	0.09815078
U00096.3	3770000	-0.00039017
U00096.3	3775000	-0.00846154
U00096.3	3780000	-0.01435407
U00096.3	3785000	0.02548498
U00096.3	3790000	-0.06911263
U00096.3	3795000	0.03115578
U00096.3	3800000	-0.09217391
U00096.3	3805000	-0.05944056
U00096.3	3810000	-0.02658960
U00096.3	3815000	-0.04047151
U00096.3	3820000	-0.04261796
U00096.3	3825000	-0.02609335
U00096.3	3830000	-0.03474320
U00096.3	3835000	-0.03242542
U00096.3	3840000	-0.06763872
U00096.3	3845000	-0.05959302
U00096.3	3850000	-0.00221566
U00096.3	3855000	-0.02859321
U00096.3	3860000	-0.00955414
U00096.3	3865000	-0.02846004
U00096.3	3870000	-0.05477424
U00096.3	3875000	-0.01755755
U00096.3	3880000	-0.03637045
U00096.3	3885000	0.00960430
U00096.3	3890000	-0.00080192
U00096.3	3895000	-0.01231527
U00096.3	3900000	-0.05814433
U00096.3	3905000	-0.07569083
U00096.3	3910000	-0.03723817
U00096.3	3915000	-0.03089676
U00096.3	3920000	-0.04358354
U00096.3	3925000	0.00774593
U00096.3	3930000	0.04302789
U00096.3	3935000	0.05535925
U00096.3	3940000	0.09707602
U00096.3	3945000	0.05762446
U00096.3	3950000	0.03362297
U00096.3	3955000	0.02611807
U00096.3	3960000	0.00350877
U00096.3	3965000	0.02325581
U00096.3	3970000	0.07436182
U00096.3	3975000	0.07172362
U00096.3	3980000	0.06580449
U00096.3	3985000	-0.01344602
U00096.3	3990000	0.00348702
U00096.3	3995000	0.06789904
U00096.3	4000000	-0.01944210
U00096.3	4005000	0.04374057
U00096.3	4010000	0.03849001
U00096.3	4015000	0.04585070
U00096.3	4020000	0.06401249
U00096.3	4025000	0.00941347
U00096.3	4030000	0.03867818
U00096.3	4035000	0.14957594
U00096.3	4040000	0.04809703
U00096.3	4045000	0.03697479
U00096.3	4050000	0.00153610
U00096.3	4055000	0.00755287
U00096.3	4060000	0.03005832
U00096.3	4065000	0.00634921
U00096.3	4070000	0.01466717
U00096.3	4075000	0.06182122
U00096.3	4080000	-0.02390585
U00096.3	4085000	0.04983923
U00096.3	4090000	-0.02056075
U00096.3	4095000	-0.00037836
U00096.3	4100000	-0.00811751
U00096.3	4105000	0.05868263
U00096.3	4110000	0.02868687
U00096.3	4115000	-0.04714065
U00096.3	4120000	-0.01013894
U00096.3	4125000	0.01888190
U00096.3	4130000	0.04609665
U00096.3	4135000	0.01965146
U00096.3	4140000	0.05059524
U00096.3	4145000	0.07307838
U00096.3	4150000	0.01706485
U00096.3	4155000	0.09184423
U00096.3	4160000	0.03136165
U00096.3	4165000	0.11956522
U00096.3	4170000	0.10760518
U00096.3	4175000	0.06035503
U00096.3	4180000	0.02870442
U00096.3	4185000	0.05251142
U00096.3	4190000	-0.04789762
U00096.3	4195000	0.04966642
U00096.3	4200000	0.05438402
U00096.3	4205000	0.03466269
U00096.3	4210000	0.08717551
U00096.3	4215000	0.01606733
U00096.3	4220000	0.02799650
U00096.3	4225000	0.03788157
U00096.3	4230000	-0.00431203
U00096.3	4235000	0.03888260
U00096.3	4240000	0.00750099
U00096.3	4245000	-0.00803674
U00096.3	4250000	0.05492589
U00096.3	4255000	0.04682147
U00096.3	4260000	0.05928170
U00096.3	4265000	0.01795407
U00096.3	4270000	-0.00111152
U00096.3	4275000	0.05979381
